weather_desc,is_member,duration_mean,count,start_station_name,end_station_name
sky is clear,Y,6.4,3,Alexandre-DeSève / de Maisonneuve,Sanguinet / Ste-Catherine
mist,Y,11.85,1,Drolet / Laurier,de Maisonneuve / de Bleury
sky is clear,N,13.883333333333333,2,Gounod / St-Denis,St-Dominique / St-Viateur
mist,Y,15.266666666666667,2,Roy / St-Christophe,Dorion / Ontario
haze,N,21.433333333333334,1,de Gaspé / Fairmount,de Gaspé / de Liège
mist,Y,5.953333333333333,15,de Châteaubriand / Beaubien,Fabre / St-Zotique
fog,N,5.016666666666667,1,Crescent / René-Lévesque,Président-Kennedy / McGill College
cloudy,N,6.75,1,Marmier / St-Denis,Dandurand / de Lorimier
cloudy,N,16.158333333333335,4,Evans / Clark,Chomedey / de Maisonneuve
fog,Y,7.655555555555555,3,Wolfe / René-Lévesque,Evans / Clark
cloudy,Y,16.916666666666668,1,de l'Hôtel-de-Ville / Sherbrooke,Drummond / Ste-Catherine
cloudy,Y,28.45,1,Terrasse Guindon / Fullum,President-Kennedy / Robert Bourassa
cloudy,Y,5.7696969696969695,11,Côte St-Antoine / Royal,Mackay / René-Lévesque
cloudy,Y,7.508333333333334,2,Marquette / du Mont-Royal,Parc du Pélican (2e avenue / St-Joseph)
cloudy,Y,2.7333333333333334,1,Rousselot / Jarry,Marquette / Villeray
cloudy,N,21.8,1,St-Urbain / Beaubien,Bishop / de Maisonneuve
cloudy,Y,5.233333333333333,3,du Mont-Royal / du Parc,Duluth / St-Laurent
cloudy,Y,21.225,2,Louis-Colin / McKenna,de Maisonneuve / de Bleury
cloudy,Y,11.183333333333334,1,Parc du Pélican (2e avenue / St-Joseph),Desjardins / Ontario
rain,Y,12.858333333333333,2,du Mont-Royal / Vincent-d'Indy,Bernard / Clark
fog,Y,22.933333333333334,1,Faillon / St-Hubert,Parc Jeanne Mance (monument George-Étienne Cartier)
sky is clear,N,12.533333333333333,2,Atwater / Sherbrooke,Metcalfe / Ste-Catherine
mist,Y,44.9,1,Lajeunesse / Crémazie,de Bullion / du Mont-Royal
cloudy,Y,15.341666666666667,2,de Darlington / de la Côte-Ste-Catherine,St-Dominique / St-Viateur
cloudy,Y,17.55,1,Mackay /de Maisonneuve (Sud),de Bordeaux / Sherbrooke
cloudy,Y,27.066666666666666,1,Métro Charlevoix (Centre / Charlevoix),Berlioz / Boul de l'Ile des Soeurs
cloudy,Y,12.866666666666667,1,Drolet / Beaubien,Rachel / Brébeuf
mist,N,16.216666666666665,1,Notre-Dame / St-Gabriel,Dorion / Ontario
cloudy,Y,11.433333333333334,1,du Mont-Royal / Vincent-d'Indy,Duluth / St-Denis
sky is clear,Y,10.194444444444445,3,Jeanne Mance / du Mont-Royal,Square Phillips 2
rain,Y,20.2,4,Berri / de Maisonneuve,Valois / Ontario
mist,Y,4.783333333333333,1,de Gaspé / St-Viateur,St-Zotique / Clark
sky is clear,Y,12.158333333333333,2,Drolet / Laurier,Villeneuve / St-Laurent
cloudy,Y,8.516666666666667,1,Henri-Julien / Jean-Talon,Champagneur / Jean-Talon
sky is clear,Y,34.916666666666664,1,Darling / Sherbrooke,St-Mathieu /Ste-Catherine
cloudy,N,15.3,1,Square Phillips 2,Berri / Cherrier
cloudy,N,18.766666666666666,1,Napoléon /  St-Dominique,Omer-Lavallée / Midway
cloudy,Y,6.516666666666667,1,Crescent / René-Lévesque,Ottawa / William
cloudy,N,13.266666666666667,2,St-Antoine / St-François-Xavier,de Maisonneuve / Aylmer
cloudy,Y,11.379166666666666,4,Marquette / Laurier,Maguire / St-Laurent
cloudy,N,21.85,1,Bloomfield / Bernard,Bélanger / St-Denis
cloudy,Y,17.191666666666666,2,Square St-Louis,Bishop / de Maisonneuve
cloudy,Y,3.283333333333333,1,Boyer / Jean-Talon,de Bordeaux / Jean-Talon
cloudy,N,14.566666666666666,1,Chabot / de Bellechasse,du Rosaire / St-Hubert
cloudy,Y,16.15,1,de Maisonneuve / Aylmer,Hillside / Ste-Catherine
cloudy,Y,11.016666666666667,1,Roy / St-Christophe,Président-Kennedy / McGill College
cloudy,Y,22.1,1,Poupart / Ontario,Ville-Marie / Ste-Catherine
cloudy,Y,27.883333333333333,1,Métro Place St-Henri (St-Ferdinand / St-Jacques),Trans Island / Queen-Mary
cloudy,N,14.805555555555555,3,McGill / des Récollets,Robin / de la Visitation
sky is clear,Y,13.2,1,de Bordeaux / Marie-Anne,Roy / St-Denis
cloudy,Y,8.8,1,St-Viateur/Parc,Champagneur / Jean-Talon
sky is clear,Y,11.116666666666667,1,Messier / du Mont-Royal,St-André / Robin
cloudy,Y,10.4,1,Métro Place-d'Armes (Viger / St-Urbain),Hutchison / des Pins
cloudy,Y,8.95,2,Lajeunesse / Jarry,Henri-Julien / Jean-Talon
cloudy,Y,12.65,1,Mansfield / René-Lévesque,Montcalm / de Maisonneuve
fog,N,16.016666666666666,2,Square Sir-Georges-Etienne-Cartier / Ste-Émilie,Muray / Notre-Dame
cloudy,Y,5.266666666666667,1,St-Mathieu /Ste-Catherine,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle)
sky is clear,Y,25.35,1,St-Cuthbert / St-Urbain,de Bordeaux / Jean-Talon
cloudy,Y,15.85,1,Shannon / Ottawa,Prince-Arthur / St-Urbain
mist,N,16.233333333333334,1,Métro Mont-Royal (Rivard / du Mont-Royal),Lajeunesse / de Castelnau
sky is clear,Y,6.516666666666667,2,Marché Maisonneuve,Pierre-de-Coubertin / Aird
cloudy,N,7.483333333333333,1,Ontario / Sicard,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX)
rain,Y,6.55,4,Metcalfe / Square Dorchester,Greene / St-Ambroise
cloudy,Y,10.366666666666667,2,Resther / du Mont-Royal,Ste-Famille / des Pins
cloudy,Y,24.433333333333334,1,Hutchison / Sherbrooke,Drummond / Ste-Catherine
cloudy,Y,20.091666666666665,2,Rockland / Lajoie,Metcalfe / Square Dorchester
cloudy,Y,6.791666666666667,2,Mackay /de Maisonneuve (Sud),Lambert-Closse / Tupper
cloudy,Y,4.65,2,Boyer / Bélanger,Casgrain / Mozart
fog,Y,22.266666666666666,1,Bernard / Jeanne-Mance,Plessis / Ontario
cloudy,Y,15.766666666666667,1,St-Viateur/Parc,de l'Hôtel-de-Ville / Sherbrooke
cloudy,Y,3.4833333333333334,1,Lincoln / Lambert Closse,de Maisonneuve / Greene
cloudy,Y,7.533333333333333,1,McGill / des Récollets,de Maisonneuve / Stanley
cloudy,Y,31.583333333333332,1,Plessis / René-Lévesque,Louis-Hébert / Beaubien
cloudy,Y,17.983333333333334,1,Villeneuve / du Parc,Gare Canora
cloudy,N,10.825,2,de Darlington / de la Côte-Ste-Catherine,Bernard / Jeanne-Mance
mist,Y,29.533333333333335,1,Sherbrooke / Frontenac,Métro St-Michel (Shaughnessy / St-Michel)
cloudy,Y,7.811111111111112,3,Dandurand / de Lorimier,de Bordeaux / Marie-Anne
rain,Y,21.266666666666666,2,de Darlington / de la Côte-Ste-Catherine,Messier / du Mont-Royal
cloudy,Y,30.166666666666668,1,Berri / Sherbrooke,de Bordeaux / Beaubien
cloudy,Y,20.233333333333334,1,City Councillors / du President-Kennedy,Victoria / de Maisonneuve
cloudy,N,5.516666666666667,1,Rachel / Brébeuf,Gascon / Rachel
cloudy,Y,23.216666666666665,1,Hutchison / des Pins,Édouard-Montpetit / Stirling
cloudy,N,13.083333333333334,1,Laval / Rachel,Hochelaga / Chapleau
cloudy,Y,14.375,4,Mackay /de Maisonneuve (Sud),Roy / St-Laurent
fog,Y,5.85,1,Chambord / Bélanger,Boyer / St-Zotique
mist,Y,26.25,2,Jeanne Mance / du Mont-Royal,de la Commune / Berri
sky is clear,Y,2.4833333333333334,1,Métro Place-d'Armes (Viger / St-Urbain),Notre-Dame / St-Gabriel
cloudy,N,9.133333333333333,6,St-André / St-Antoine,de la Gauchetière / Robert-Bourassa
cloudy,N,4.044444444444444,3,Shearer / Centre,Métro Charlevoix (Centre / Charlevoix)
mist,Y,6.283333333333333,2,du Mont-Royal / Clark,Clark / St-Viateur
cloudy,N,6.283333333333333,1,Bordeaux / St-Zotique,Drolet / St-Zotique
cloudy,Y,27.475,2,Plessis / René-Lévesque,Shearer / Centre
cloudy,Y,24.333333333333332,4,Clark / Rachel,Fullum / St-Joseph
sky is clear,Y,30.0,1,Alexandra / Jean Talon,Drolet / Laurier
cloudy,N,17.716666666666665,1,Berri / Cherrier,Drolet / St-Zotique
fog,Y,11.866666666666667,1,Boyer / St-Zotique,Garnier / du Mont-Royal
cloudy,N,10.575,2,de Châteaubriand / Beaubien,Chambord / Laurier
mist,Y,8.516666666666667,1,Bel Air / St-Antoine,Lucien L'Allier / St-Jacques
cloudy,Y,15.25,1,Metcalfe / Ste-Catherine,Montcalm / Ontario
cloudy,N,17.525,2,Métro Mont-Royal (Rivard / du Mont-Royal),Omer-Lavallée / Midway
cloudy,Y,15.216666666666667,3,Ste-Catherine / McGill College,Greene / Workman
mist,Y,6.991666666666666,2,de la Gauchetière / Mansfield,Metcalfe / de Maisonneuve
cloudy,Y,26.9,1,Marquette / Laurier,Lucien L'Allier / St-Jacques
cloudy,Y,25.32222222222222,3,Gary-Carter / St-Laurent,Bernard / Jeanne-Mance
haze,N,17.183333333333334,1,Milton / du Parc,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford)
cloudy,Y,2.5833333333333335,2,Ryde / Charlevoix,Métro Charlevoix (Centre / Charlevoix)
cloudy,Y,6.433333333333334,1,Parc Père-Marquette (Chambord / Rosemont),de Bordeaux / Beaubien
mist,N,15.583333333333334,1,de Lanaudière / Bélanger,Marquette / Laurier
cloudy,Y,37.556666666666665,5,St-André / Cherrier,de l'Esplanade / Laurier
cloudy,Y,19.725,2,Bordeaux / St-Zotique,Berri / Sherbrooke
fog,Y,15.216666666666667,1,Muray / Notre-Dame,Regina / Verdun
mist,Y,5.216666666666667,2,Belmore / Sherbrooke,Benny / Monkland
mist,Y,8.666666666666666,3,Vallières / St-Dominique,Clark / St-Viateur
cloudy,Y,7.027777777777778,3,18e avenue / Rosemont,1ère avenue / Beaubien
fog,Y,6.616666666666666,1,des Seigneurs / Notre-Dame,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle)
cloudy,Y,15.6,1,Mackay / René-Lévesque,Bishop / de Maisonneuve
cloudy,Y,25.066666666666666,1,Fabre / Beaubien,Clark / Fleury
cloudy,N,38.35,1,Cadillac / Sherbrooke,Métro Mont-Royal (Rivard / du Mont-Royal)
cloudy,Y,19.65,4,Métro Papineau (Cartier / Ste-Catherine),Aylwin / Ontario
cloudy,Y,22.533333333333335,1,Villeneuve / St-Urbain,7e avenue / St-Joseph
sky is clear,Y,42.541666666666664,2,Mozart / St-Laurent,Jeanne Mance / du Mont-Royal
cloudy,Y,14.1,1,de la Roche / du Mont-Royal,Dorion / Ontario
mist,Y,12.766666666666667,1,Sanguinet / Ontario,Marquette / Laurier
cloudy,Y,3.6166666666666667,8,Marquette / St-Grégoire,Brébeuf / St-Grégoire
sky is clear,Y,6.916666666666667,1,Garnier / St-Joseph,de Bordeaux / Rachel
cloudy,Y,22.67222222222222,3,Ste-Catherine / Dézéry,St-Cuthbert / St-Urbain
cloudy,Y,7.975,2,Métro Préfontaine (Moreau / Hochelaga),Desjardins / Ontario
cloudy,Y,19.9875,4,Chomedey / de Maisonneuve,Victoria Hall
cloudy,Y,54.233333333333334,1,Bishop / Ste-Catherine,de Bullion / du Mont-Royal
cloudy,Y,11.229166666666666,4,Métro Place-d'Armes (Viger / St-Urbain),Hutchison / Sherbrooke
cloudy,Y,14.053333333333335,5,Berri / de Maisonneuve,Hochelaga / Chapleau
cloudy,Y,10.758333333333333,2,Métro Préfontaine (Moreau / Hochelaga),des Érables / Rachel
cloudy,Y,18.25,1,Berri / Sherbrooke,Bernard / Clark
cloudy,Y,12.5,1,McEachran / Van Horne,Milton / Université
rain,Y,9.5,1,St-André / Laurier,Fullum / Gilford
cloudy,Y,4.641666666666667,2,de Maisonneuve / Greene,Chomedey / de Maisonneuve
mist,Y,2.64,5,Marmier / St-Denis,Casgrain / de Bellechasse
mist,Y,15.922222222222222,3,Sanguinet / Ste-Catherine,Rouen / Fullum
cloudy,Y,10.883333333333333,5,Métro Outremont (Wiseman / Van Horne),Fairmount / St-Dominique
cloudy,Y,43.083333333333336,1,Parc Outremont (Bloomfield / Elmwood),Duvernay / Charlevoix
cloudy,Y,7.7,1,Chambord / Laurier,Calixa-Lavallée / Sherbrooke
cloudy,Y,20.316666666666666,1,Ottawa/St-Thomas,Ste-Catherine / St-Denis
fog,N,45.416666666666664,1,Metcalfe / de Maisonneuve,Berlioz / Boul de l'Ile des Soeurs
cloudy,Y,18.816666666666666,1,McGill / Place d'Youville,Tupper / du Fort
cloudy,Y,27.216666666666665,1,1ère avenue / Beaubien,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX)
mist,Y,14.583333333333334,1,Villeneuve / du Parc,Sherbrooke / Frontenac
mist,Y,12.55,1,St-Dominique / Rachel,Stuart / de la Côte-Ste-Catherine
sky is clear,N,10.35,1,Ste-Famille / des Pins,St-Viateur/Parc
mist,N,1.5333333333333334,1,Robin / de la Visitation,Montcalm / de Maisonneuve
rain,N,6.125,2,St-Dominique / Jean-Talon,Guizot / St-Denis
cloudy,Y,18.033333333333335,4,Mackay /de Maisonneuve (Sud),Greene / St-Ambroise
cloudy,Y,18.183333333333334,1,Sherbrooke / Frontenac,Metcalfe / de Maisonneuve
cloudy,Y,13.883333333333333,1,Viger/Jeanne Mance,du Mont-Royal / Clark
cloudy,Y,13.783333333333333,2,Métro Laurier (Rivard / Laurier),4e avenue / Masson
mist,Y,13.95,1,François-Perrault / L.-O.-David,Faillon / St-Hubert
cloudy,Y,1.7857142857142856,7,Bloomfield / Bernard,Bloomfield / Van Horne
thunderstorm,Y,21.936666666666667,15,de la Commune / McGill,Marché Atwater
cloudy,N,13.6375,4,de Maisonneuve / Greene,de Maisonneuve / Robert-Bourassa
mist,Y,22.916666666666668,1,St-Nicolas / Place d'Youville,Gordon / Wellington
cloudy,Y,5.016666666666667,2,Marquette / Rachel,Gauthier / Papineau
cloudy,Y,6.347916666666666,8,Tupper / Atwater,Marché Atwater
cloudy,Y,11.3,1,St-Viateur/Parc,Métro St-Laurent (de Maisonneuve / St-Laurent)
cloudy,Y,21.883333333333333,1,de Gaspé / Fairmount,16e avenue / St-Joseph
sky is clear,Y,11.683333333333334,1,Bernard / Jeanne-Mance,de l'Hôtel-de-Ville / Roy
cloudy,Y,28.608333333333334,2,Greene / Workman,St-Urbain / René-Lévesque
sky is clear,Y,16.55,1,Rachel / Brébeuf,Poupart / Ste-Catherine
cloudy,Y,33.36666666666667,1,d'Orléans / Hochelaga,Maguire / St-Laurent
cloudy,Y,11.4,6,Ottawa/St-Thomas,Square Sir-Georges-Étienne-Cartier / Léa Roback
sky is clear,N,27.4,1,Willibrord / Verdun,Mackay /de Maisonneuve (Sud)
cloudy,Y,4.107575757575757,11,Métro Laurier (Rivard / Laurier),Clark / Laurier
cloudy,Y,43.36666666666667,1,Bourgeoys / Favard,Clark / Guilbault
haze,Y,8.583333333333334,1,St-Dominique / St-Viateur,Cartier / St-Joseph
cloudy,N,4.777777777777778,3,Hutchison/ Prince-Arthur,Duluth / de l'Esplanade
cloudy,Y,14.491666666666667,2,Lincoln / Lambert Closse,Ste-Famille / Sherbrooke
cloudy,Y,10.183333333333334,1,Drummond / de Maisonneuve,Duvernay / Charlevoix
cloudy,Y,14.894444444444444,3,Mackay /de Maisonneuve (Sud),Vallières / St-Dominique
fog,Y,11.808333333333334,2,Jacques-Cassault / Christophe-Colomb,De La Roche / Everett
sky is clear,Y,19.783333333333335,1,Parc Outremont (Bloomfield / Elmwood),Lajeunesse / Jarry
mist,Y,9.325,2,Laurier / Bordeaux,4e avenue / Masson
cloudy,Y,10.766666666666667,2,Ste-Catherine / St-Hubert,Milton / Clark
sky is clear,Y,21.358333333333334,2,Roy / St-Christophe,Gilford / Brébeuf
cloudy,N,4.963333333333334,5,de St-Vallier / Rosemont,de Gaspé / St-Viateur
sky is clear,Y,13.483333333333333,1,10e Avenue / Rosemont,15e avenue / Dandurand
sky is clear,N,5.541666666666667,2,Parc Rosemont (Dandurand / d'Iberville),10e avenue / Masson
cloudy,Y,18.666666666666668,1,de Maisonneuve / Robert-Bourassa,de l'Esplanade / Laurier
cloudy,Y,14.216666666666667,1,de l'Esplanade / Fairmount,Cartier / Rosemont
cloudy,Y,13.533333333333333,1,St-Alexandre / Ste-Catherine,du Mont-Royal / du Parc
cloudy,Y,6.783333333333333,1,Chambord / Laurier,Cartier / Marie-Anne
cloudy,Y,5.783333333333333,1,Métro Joliette  (Joliette / Hochelaga),Joliette / Ste-Catherine
cloudy,Y,15.316666666666666,1,de Vendôme / de Maisonneuve,St-Marc / Sherbrooke
sky is clear,Y,16.75,1,Drolet / Laurier,Terrasse Guindon / Fullum
cloudy,Y,8.2,1,Notre-Dame / Peel,Shearer / Centre
mist,Y,33.5,1,Regina / Verdun,Garnier / du Mont-Royal
cloudy,Y,11.35,6,St-André / de Maisonneuve,de Maisonneuve / Robert-Bourassa
mist,Y,6.55,1,Faillon / St-Hubert,Boyer / Jarry
cloudy,N,10.183333333333334,1,Lincoln / Lambert Closse,Union / René-Lévesque
cloudy,Y,10.866666666666667,1,de la Roche / St-Joseph,Laval / du Mont-Royal
cloudy,N,5.566666666666666,1,de l'Hôtel-de-Ville / Ste-Catherine,Champlain / Ontario
cloudy,Y,15.541666666666666,2,Prince-Arthur / Ste-Famille,Mackay /de Maisonneuve (Sud)
cloudy,Y,6.633333333333334,2,Sanguinet / Ontario,Robin / de la Visitation
cloudy,Y,22.266666666666666,1,de l'Esplanade / Laurier,Gauvin / Notre-Dame
cloudy,Y,10.266666666666667,1,Métro Papineau (Cartier / Ste-Catherine),Beaudry / Sherbrooke
cloudy,Y,9.166666666666666,1,Berri / de Maisonneuve,Gauthier / Papineau
cloudy,Y,11.666666666666666,1,Milton / Durocher,du Mont-Royal / Clark
sky is clear,Y,17.583333333333332,1,de la Commune / McGill,Marquette / Rachel
cloudy,Y,12.733333333333333,1,Lionel-Groulx / George-Vanier,de Maisonneuve / Stanley
cloudy,Y,18.983333333333334,1,de Maisonneuve / Aylmer,Logan / d'Iberville
cloudy,N,13.933333333333334,1,Robin / de la Visitation,Angus (Molson / William-Tremblay)
cloudy,Y,28.383333333333333,1,de la Commune / McGill,Marquette / Laurier
fog,Y,13.283333333333333,1,Union / President-Kennedy,Tupper / Atwater
cloudy,Y,4.233333333333333,1,Resther / du Mont-Royal,de la Roche / St-Joseph
mist,Y,6.28125,8,Square St-Louis,Prince-Arthur / Ste-Famille
thunderstorm,Y,9.266666666666667,1,Bloomfield / Van Horne,Villeneuve / du Parc
mist,N,25.083333333333332,1,Ottawa/St-Thomas,Rivard / Rachel
cloudy,N,20.825,2,des Érables / du Mont-Royal,Hutchison / Sherbrooke
cloudy,Y,15.033333333333333,1,Drummond / de Maisonneuve,du Mont-Royal / du Parc
mist,Y,6.658333333333333,2,Duluth / St-Denis,Pontiac / Gilford
cloudy,Y,21.65,1,6e avenue / Rosemont,Calixa-Lavallée / Sherbrooke
mist,Y,12.633333333333333,1,Terrasse Mercure / Fullum,Villeneuve / de l'Hôtel-de-Ville
sky is clear,Y,35.35,1,Augustin-Cantin / Shearer,Métro Jean-Drapeau
cloudy,Y,13.083333333333334,1,St-Denis / de Maisonneuve,Square Phillips
cloudy,N,2.2666666666666666,4,President-Kennedy / Robert Bourassa,Milton / Université
cloudy,Y,8.116666666666667,2,Prince-Arthur / Ste-Famille,de Maisonneuve / Stanley
haze,N,31.4,1,St-Jacques / St-Pierre,Belmore / Sherbrooke
mist,Y,2.35,1,Chambord / Beaubien,de Châteaubriand / Beaubien
cloudy,Y,4.525308641975309,27,Berri / de Maisonneuve,Métro St-Laurent (de Maisonneuve / St-Laurent)
mist,Y,5.238888888888889,3,Louis Hémon / Rosemont,1ère avenue / Masson
sky is clear,Y,7.541666666666667,2,President-Kennedy / Robert Bourassa,Viger/Jeanne Mance
fog,Y,7.233333333333333,2,9e avenue / Dandurand,Marquette / Laurier
fog,Y,5.516666666666667,1,Émile-Duployé / Sherbrooke,Roy / St-Denis
cloudy,N,11.516666666666667,3,Logan / Fullum,Aylwin / Ontario
sky is clear,N,13.733333333333333,1,Marmier / St-Denis,de Bordeaux / Jean-Talon
cloudy,Y,17.75,1,de la Roche / St-Joseph,Milton / Clark
cloudy,Y,4.433333333333334,3,de Kent / de la Côte-des-Neiges,de Kent / Victoria
cloudy,Y,8.883333333333333,1,de la Gauchetière / de Bleury,Metcalfe / Square Dorchester
cloudy,Y,5.183333333333334,4,Marquette / du Mont-Royal,Marquette / St-Grégoire
rain,Y,6.766666666666667,4,Pontiac / Gilford,Laurier / Bordeaux
sky is clear,Y,16.716666666666665,1,Lionel-Groulx / George-Vanier,Ste-Catherine / St-Denis
cloudy,Y,6.65,2,Président-Kennedy / McGill College,de l'Hôtel-de-Ville / Sherbrooke
cloudy,Y,7.083333333333333,9,Wolfe / Robin,Métro St-Laurent (de Maisonneuve / St-Laurent)
sky is clear,Y,17.383333333333333,1,de Bordeaux / Marie-Anne,Métro Mont-Royal (Rivard / du Mont-Royal)
cloudy,Y,12.566666666666666,1,Émile-Duployé / Sherbrooke,Prince-Arthur / du Parc
cloudy,Y,13.2,1,Lacombe / de la Côte-des-Neiges,Bishop / Ste-Catherine
cloudy,Y,5.516666666666667,5,Clark / Prince-Arthur,Métro Place-d'Armes (Viger / St-Urbain)
cloudy,Y,28.633333333333333,1,Crescent / René-Lévesque,Place du Commerce
sky is clear,Y,30.633333333333333,1,Montcalm / de Maisonneuve,Marché Atwater
cloudy,Y,13.283333333333333,1,de Gaspé / Fairmount,Ste-Catherine / St-Denis
rain,Y,17.583333333333332,1,Stuart / de la Côte-Ste-Catherine,Boyer / du Mont-Royal
cloudy,Y,18.683333333333334,1,Bernard / Clark,Ste-Catherine / McGill College
sky is clear,Y,22.866666666666667,2,Villeneuve / St-Urbain,St-Dominique / Rachel
cloudy,Y,13.694444444444445,3,Joseph Manceau / René-Lévesque,de Maisonneuve / Stanley
mist,Y,19.35,2,du Parc-La Fontaine / Roy,Parc du Pélican (2e avenue / St-Joseph)
mist,Y,15.2,1,Fullum / Sherbrooke ,Prince-Arthur / du Parc
sky is clear,N,2.466666666666667,2,Berri / Gilford,Métro Mont-Royal (Rivard / du Mont-Royal)
cloudy,Y,14.666666666666666,1,de Mentana / Laurier,Prince-Arthur / Ste-Famille
cloudy,Y,24.883333333333333,1,de Maisonneuve / Mansfield,Cote St-Paul / St-Ambroise
cloudy,Y,6.383333333333334,5,1ère avenue / Masson,15e avenue / Dandurand
cloudy,Y,7.991666666666666,2,Hutchison / Sherbrooke,Metcalfe / Square Dorchester
cloudy,N,20.016666666666666,1,Notre-Dame / Peel,Marie-Anne / de la Roche
cloudy,Y,13.2,1,Chambord / Jean-Talon,8e avenue / Beaubien
thunderstorm,Y,11.016666666666667,1,10e avenue / Masson,Louis Hémon / Rosemont
sky is clear,Y,34.78333333333333,1,de la Commune / St-Sulpice,Desjardins / Hochelaga
mist,Y,7.366666666666666,3,4e avenue / Masson,d'Orléans / Masson
cloudy,Y,13.883333333333333,4,Stuart / de la Côte-Ste-Catherine,Ellendale / Côte-des-Neiges
cloudy,Y,4.016666666666667,1,Boyer / Jean-Talon,de Lanaudière / Bélanger
cloudy,Y,19.925,2,Gilford / Brébeuf,Square Victoria
cloudy,N,8.05,1,Bannantyne / de l'Église,Cote St-Paul / St-Ambroise
mist,Y,28.119444444444447,6,de Maisonneuve / de Bleury,Marcil / Sherbrooke
cloudy,Y,11.35,2,Wilderton  / Van Horne,Durocher / Bernard
sky is clear,Y,22.6,1,Island / Centre,Berri / de Maisonneuve
sky is clear,Y,6.65,2,St-Hubert / Rachel,Napoléon /  St-Dominique
sky is clear,Y,18.775,2,Wolfe / René-Lévesque,de la Commune / McGill
cloudy,Y,7.105555555555555,3,Notre-Dame / Peel,Metcalfe / de Maisonneuve
sky is clear,Y,8.816666666666666,3,Sanguinet / Ontario,Duluth / St-Denis
rain,Y,10.016666666666667,1,Lajeunesse / Jean-Talon,St-Dominique / St-Zotique
cloudy,N,4.433333333333334,1,de Bellechasse / de St-Vallier,Maguire / Henri-Julien
cloudy,N,30.566666666666666,1,Alexandre-de-Sève / la Fontaine,Lajeunesse / Villeray (place Tapéo)
cloudy,Y,9.152083333333334,8,Clark / St-Viateur,Duluth / St-Laurent
mist,N,22.966666666666665,1,Jacques-Cassault / Christophe-Colomb,de St-Vallier / Rosemont
cloudy,Y,21.683333333333334,1,du Mont-Royal / Vincent-d'Indy,St-André / Robin
cloudy,Y,37.11666666666667,1,Square St-Louis,Métro St-Michel (Shaughnessy / St-Michel)
cloudy,Y,12.458333333333334,8,Clark / Prince-Arthur,Président-Kennedy / McGill College
cloudy,Y,5.6,1,Hutchison / des Pins,Mansfield / Sherbrooke
mist,N,12.466666666666667,1,Villeneuve / St-Laurent,Place de la paix ( Pl. du marché / St-Dominique )
rain,Y,16.916666666666668,1,Clark / Rachel,Lajeunesse / de Castelnau
cloudy,Y,9.75,1,Marie-Anne / de la Roche,St-André / St-Grégoire
sky is clear,N,14.4625,4,Guizot / St-Laurent,St-Dominique / St-Viateur
cloudy,Y,6.7444444444444445,3,des Érables / du Mont-Royal,Boyer / du Mont-Royal
fog,Y,4.049122807017544,19,Métro Mont-Royal (Rivard / du Mont-Royal),St-Hubert / Rachel
cloudy,N,32.15,2,Marquette / Rachel,Hutchison / Sherbrooke
sky is clear,N,24.491666666666667,2,Square St-Louis,Mozart / St-Laurent
sky is clear,Y,3.683333333333333,3,Berri / Cherrier,Rivard / Rachel
cloudy,N,2.6166666666666667,1,Boyer / du Mont-Royal,Garnier / du Mont-Royal
cloudy,Y,11.083333333333334,1,Clark / St-Viateur,de Gaspé / Dante
cloudy,Y,20.55,1,Boyer / Jean-Talon,des Érables / Rachel
thunderstorm,Y,28.983333333333334,1,St-André / Cherrier,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX)
cloudy,Y,17.183333333333334,2,Lacombe / de la Côte-des-Neiges,de Darlington / de la Côte-Ste-Catherine
cloudy,Y,22.8,1,de Bordeaux / Rachel,Casgrain / Mozart
mist,Y,13.966666666666667,1,Henri-Julien / Jean-Talon,Berri / de Maisonneuve
mist,Y,19.258333333333333,2,Casgrain / de Bellechasse,Sanguinet / de Maisonneuve
cloudy,Y,9.177777777777777,12,Montcalm / de Maisonneuve,Rouen / Fullum
cloudy,N,36.11666666666667,1,Boyer / Beaubien,Ste-Catherine / Dézéry
rain,Y,21.55,1,Alexandre-DeSève / de Maisonneuve,de Mentana / Laurier
cloudy,Y,31.533333333333335,1,Émile-Journault / de Chateaubriand,St-André / Ontario
cloudy,Y,27.65,1,Guy / Notre-Dame,Dorion / Ontario
fog,Y,30.016666666666666,1,Grand Boulevard / Sherbrooke,Belmont / Beaver Hall
cloudy,Y,11.466666666666667,1,Métro St-Laurent (de Maisonneuve / St-Laurent),Champlain / Ontario
rain,Y,15.883333333333333,1,Larivière / de Lorimier,de Maisonneuve / Mansfield
cloudy,N,15.566666666666666,4,St-André / Duluth,de Maisonneuve / Stanley
cloudy,Y,11.933333333333334,1,de Bullion / du Mont-Royal,Wolfe / Robin
rain,Y,29.133333333333333,1,Trans Island / Queen-Mary,du Mont-Royal / Clark
cloudy,Y,12.5,1,des Érables / Gauthier,Laval / Rachel
cloudy,Y,17.4,1,Grand Boulevard / Sherbrooke,Square Sir-Georges-Etienne-Cartier / Ste-Émilie
sky is clear,Y,14.466666666666667,1,St-André / Laurier,Louis-Hébert / Beaubien
