weather_desc,is_member,duration_mean,count,start_station_name,end_station_name
cloudy,N,15.766666666666667,1,de Lanaudière / Gilford,Boyer / Jean-Talon
fog,Y,3.8854166666666665,8,Greene / Workman,Lionel-Groulx / George-Vanier
sky is clear,Y,16.566666666666666,1,Mansfield / Ste-Catherine,Alexandre-DeSève / de Maisonneuve
cloudy,N,18.783333333333335,1,Chabot / du Mont-Royal,Aylwin / Ontario
sky is clear,Y,31.833333333333332,2,Alexandra / Waverly,Milton / Clark
sky is clear,Y,32.63333333333333,1,Boyer / Beaubien,Milton / Clark
cloudy,Y,31.333333333333332,1,Hudson / de Kent,Henri-Julien / de Castelneau
cloudy,N,14.183333333333334,1,Ste-Catherine / St-Denis,Marquette / Rachel
fog,Y,9.583333333333334,1,de Lanaudière / Marie-Anne,Parthenais / Ste-Catherine
fog,Y,11.85,1,Villeneuve / St-Laurent,Milton / Clark
cloudy,N,11.25,1,16e avenue / St-Joseph,Chauveau / de l'Assomption
sky is clear,Y,16.85,3,Parc du Pélican (2e avenue / St-Joseph),Laval / Duluth
sky is clear,Y,16.26111111111111,6,Wolfe / René-Lévesque,du Mont-Royal / Clark
cloudy,Y,4.366666666666666,1,St-Dominique / Rachel,St-Cuthbert / St-Urbain
sky is clear,N,9.266666666666667,2,de l'Esplanade / Laurier,de l'Hôtel-de-Ville / Roy
cloudy,Y,28.125,2,Villeneuve / St-Laurent,Towers / Ste-Catherine
sky is clear,N,41.96666666666667,1,Mackay /de Maisonneuve (Sud),du Rosaire / St-Hubert
cloudy,N,6.766666666666667,1,Ste-Catherine / St-Hubert,Champlain / Ontario
mist,Y,17.92222222222222,3,de l'Hôtel-de-Ville / Sherbrooke,St-André / Duluth
cloudy,N,18.966666666666665,1,Darling / Sherbrooke,Berri / de Maisonneuve
cloudy,Y,3.7583333333333333,2,Vallières / St-Dominique,Villeneuve / St-Laurent
cloudy,Y,25.333333333333332,1,Aylwin / Ontario,Boyer / Bélanger
cloudy,Y,2.3,1,Mansfield / Ste-Catherine,President-Kennedy / Robert Bourassa
rain,Y,12.476666666666667,5,de Maisonneuve / Stanley,Viger/Jeanne Mance
cloudy,Y,17.9,2,Calixa-Lavallée / Sherbrooke,Ernest-Gendreau / du Mont-Royal
cloudy,Y,23.933333333333334,1,Logan / Fullum,Marquette / Jean-Talon
cloudy,Y,38.916666666666664,1,Marquette / Laurier,La Ronde
cloudy,Y,7.433333333333334,1,Sanguinet / Ste-Catherine,President-Kennedy / Robert Bourassa
cloudy,Y,9.075,2,Terrasse Mercure / Fullum,St-Hubert / Rachel
cloudy,Y,5.716666666666667,2,St-Cuthbert / St-Urbain,Ste-Famille / Sherbrooke
cloudy,Y,5.79047619047619,14,Boyer / du Mont-Royal,Roy / St-Christophe
mist,Y,8.616666666666667,1,de Maisonneuve / Mansfield,Sanguinet / Ste-Catherine
cloudy,Y,29.205555555555556,3,de Bordeaux / Marie-Anne,St-Urbain / de la Gauchetière
sky is clear,Y,64.6,1,Crescent / René-Lévesque,Hampton / Monkland
cloudy,Y,11.65,1,Boyer / St-Zotique,Rousselot / Jarry
cloudy,Y,10.641666666666667,2,Wolfe / Robin,Rouen / Fullum
cloudy,Y,6.722222222222222,6,de Darlington / de la Côte-Ste-Catherine,Parc Jean-Brillant (Swail / Decelles)
fog,N,6.6,1,St-Germain / Hochelaga,Ontario / du Havre
fog,Y,8.05,1,des Érables / Rachel,Rivard / Rachel
cloudy,Y,9.422222222222222,3,St-Hubert / Rachel,du Mont-Royal / Clark
sky is clear,Y,19.158333333333335,2,Bordeaux / Masson,Ste-Famille / Sherbrooke
mist,Y,3.566666666666667,1,2e avenue / Wellington,5e avenue / Bannantyne
cloudy,Y,14.408333333333333,2,Maguire / Henri-Julien,Gauthier / De Lorimier
cloudy,N,15.633333333333333,1,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),Ann / William
cloudy,Y,7.908333333333333,2,Garnier / du Mont-Royal,St-André / St-Grégoire
cloudy,Y,30.416666666666668,1,de Lanaudière / Bélanger,Bernard / Jeanne-Mance
cloudy,N,29.933333333333334,1,St-Dominique / St-Viateur,Fullum / Jean Langlois
cloudy,Y,28.416666666666668,1,Maguire / St-Laurent,Laporte / Guay
mist,Y,42.11666666666667,1,de Maisonneuve / de Bleury,Gordon / Wellington
mist,N,2.6416666666666666,2,Hampton / Monkland,Benny / Monkland
cloudy,Y,7.641666666666667,2,Beaudry / Sherbrooke,Marquette / du Mont-Royal
cloudy,N,3.65,1,de Maisonneuve / Robert-Bourassa,Drummond / Ste-Catherine
sky is clear,Y,7.141666666666667,2,de Bullion / St-Joseph,Laval / Duluth
mist,Y,34.166666666666664,1,Duluth / de l'Esplanade,Métro Charlevoix (Centre / Charlevoix)
cloudy,Y,8.433333333333334,3,Drummond / de Maisonneuve,Joseph Manceau / René-Lévesque
cloudy,Y,8.316666666666666,1,Messier / du Mont-Royal,7e avenue / St-Joseph
cloudy,N,6.233333333333333,1,de la Roche / du Mont-Royal,Marquette / Laurier
cloudy,Y,31.7,1,Place de la paix ( Pl. du marché / St-Dominique ),Harvard / Monkland
mist,Y,5.183333333333334,2,du Parc-La Fontaine / Roy,de l'Hôtel-de-Ville / Roy
mist,N,21.55,1,President-Kennedy / Robert Bourassa,Gauthier / Papineau
cloudy,Y,14.858333333333333,2,Gauthier / Papineau,Parc J.-Arthur-Champagne (Chambly / du Mont-Royal)
cloudy,Y,16.805555555555557,3,Alexandre-DeSève / de Maisonneuve,Ann / William
mist,Y,73.06666666666666,2,de Bordeaux / Beaubien,Jeanne d'Arc / Ontario
sky is clear,Y,20.6,1,Jardin Botanique (Pie-IX / Sherbrooke),1ère  avenue /St-Zotique
cloudy,Y,12.4,1,Chambly / Rachel,Darling / Sherbrooke
sky is clear,Y,41.483333333333334,1,Louis-Colin / McKenna,Bennett / Ste-Catherine
mist,Y,11.016666666666667,1,Rachel / Brébeuf,Cartier / Masson
sky is clear,N,15.283333333333333,1,Bernard / Jeanne-Mance,Milton / Durocher
cloudy,Y,15.125,2,Cote St-Paul / St-Ambroise,Métro George-Vanier (St-Antoine / Canning)
rain,Y,22.05,1,de Maisonneuve / Robert-Bourassa,Marcil / Sherbrooke
cloudy,N,21.0,4,Métro Monk (Allard / Beaulieu),Métro Lionel-Groulx (Lionel-Groulx / Charlevoix)
cloudy,Y,2.8714285714285714,7,Édouard-Montpetit / Stirling,du Mont-Royal / Vincent-d'Indy
cloudy,Y,2.9555555555555557,3,Rivard / Rachel,Berri / Cherrier
cloudy,Y,9.95,1,Prince-Arthur / du Parc,Mansfield / Sherbrooke
cloudy,N,7.091666666666667,2,Duluth / de l'Esplanade,de Bullion / du Mont-Royal
cloudy,N,19.166666666666668,1,Metcalfe / de Maisonneuve,de Bullion / du Mont-Royal
cloudy,Y,34.733333333333334,1,Union / President-Kennedy,Chambord / Laurier
sky is clear,Y,15.95,1,Gauthier / Papineau,Milton / Université
sky is clear,Y,4.816666666666666,1,Rachel / Brébeuf,Gauthier / De Lorimier
haze,Y,1.65,1,Peel / avenue des Canadiens de Montréal,Mansfield / René-Lévesque
sky is clear,Y,11.203333333333335,5,Hutchison / des Pins,Villeneuve / St-Urbain
cloudy,N,11.341666666666667,2,Gordon / Wellington,Augustin-Cantin / Shearer
cloudy,Y,18.391666666666666,2,Ste-Famille / Sherbrooke,Laurier / Bordeaux
sky is clear,Y,10.4,1,Leman / de Chateaubriand,St-Dominique / Villeray
fog,Y,8.875,4,du Mont-Royal / Clark,St-André / Laurier
cloudy,Y,8.933333333333334,3,Bernard / Jeanne-Mance,Drolet / Beaubien
rain,Y,8.516666666666667,1,Duluth / St-Denis,Gascon / Rachel
sky is clear,Y,21.25,1,de la Commune / McGill,Napoléon /  St-Dominique
thunderstorm,Y,14.341666666666667,2,Square St-Louis,Gascon / Rachel
cloudy,Y,6.308333333333334,2,Louis-Hémon / Villeray,Métro St-Michel (Shaughnessy / St-Michel)
haze,Y,15.75,1,Jeanne Mance / du Mont-Royal,Calixa-Lavallée / Rachel
cloudy,Y,17.55,2,Chauveau / de l'Assomption,Darling / Sherbrooke
cloudy,Y,8.216666666666667,1,Island / Centre,Duvernay / Charlevoix
cloudy,Y,17.55,1,Bloomfield / Bernard,Evans / Clark
cloudy,Y,33.416666666666664,1,Métro Longueuil - Université de Sherbrooke,Laurier / Bordeaux
cloudy,N,39.36666666666667,1,Louis-Colin / McKenna,Mansfield / Sherbrooke
sky is clear,Y,3.1333333333333333,1,Métro Place-d'Armes (Viger / St-Urbain),Belmont / Beaver Hall
cloudy,N,8.516666666666667,2,Rachel / Brébeuf,Alexandre-DeSève / de Maisonneuve
cloudy,N,7.0,1,de Mentana / Laurier,St-Dominique / St-Viateur
mist,Y,10.033333333333333,1,Resther / du Mont-Royal,Marquette / St-Grégoire
mist,Y,41.62083333333333,4,Queen / Ottawa,Queen / Ottawa
mist,Y,7.6,1,Clark / Guilbault,St-André / de Maisonneuve
cloudy,Y,10.683333333333334,1,Villeneuve / de l'Hôtel-de-Ville,Evans / Clark
mist,N,31.066666666666666,1,Champlain / Ontario,Parc Jean-Brillant (Swail / Decelles)
cloudy,Y,11.9,1,Marie-Anne / St-Hubert,Plessis / Ontario
mist,N,13.383333333333333,1,Gauthier / Papineau,Dandurand / de Lorimier
cloudy,Y,13.011111111111111,3,Prince-Arthur / St-Urbain,Drummond / de Maisonneuve
sky is clear,Y,7.5,1,De La Roche / Everett,de St-Vallier / St-Zotique
cloudy,N,10.533333333333333,2,Rachel / Brébeuf,de Bullion / St-Joseph
cloudy,N,16.958333333333332,2,Boyer / du Mont-Royal,Mansfield / Sherbrooke
cloudy,Y,11.533333333333333,1,Prince-Arthur / du Parc,Montcalm / de Maisonneuve
sky is clear,Y,9.6,1,Métro Préfontaine (Moreau / Hochelaga),4e avenue / Masson
sky is clear,Y,13.966666666666667,2,Victoria Hall,Benny / Crescent
rain,Y,24.033333333333335,1,Milton / Université,Alma / Beaubien
cloudy,Y,25.470000000000002,5,Crescent / René-Lévesque,Park Row O / Sherbrooke
mist,Y,15.533333333333333,1,Prince-Arthur / du Parc,Notre-Dame / de la Montagne
cloudy,Y,27.066666666666666,1,Hutchison/ Prince-Arthur,des Érables / Bélanger
cloudy,Y,10.725,2,de la Roche / St-Joseph,Square St-Louis
fog,Y,18.733333333333334,1,Sherbrooke / Frontenac,de Maisonneuve / Aylmer
cloudy,Y,17.525,2,de Maisonneuve / Aylmer,Larivière / de Lorimier
cloudy,Y,11.316666666666666,1,de Lanaudière / Bélanger,16e avenue / Beaubien
cloudy,Y,6.608333333333333,2,Parc Jeanne Mance (monument George-Étienne Cartier),Rivard / Rachel
cloudy,N,2.433333333333333,2,de Maisonneuve / Mansfield,de Maisonneuve / Aylmer
cloudy,Y,5.333333333333333,2,Marquette / St-Grégoire,Brébeuf / Laurier
rain,Y,9.633333333333333,1,Waverly / St-Viateur,Berri / Rachel
cloudy,Y,25.583333333333332,1,Metcalfe / de Maisonneuve,de la Commune / St-Sulpice
cloudy,Y,6.3,1,Cartier / St-Joseph,4e avenue / Masson
cloudy,N,29.716666666666665,1,Rushbrooke /  Caisse,Berri / de Maisonneuve
sky is clear,Y,5.7444444444444445,3,de Liège / Lajeunesse,Complexe sportif Claude-Robillard (Émile-Journault)
cloudy,Y,6.583333333333333,1,Métro Joliette  (Joliette / Hochelaga),Ernest-Gendreau / du Mont-Royal
cloudy,N,45.3,1,Lacombe / de la Côte-des-Neiges,de Lanaudière / Gilford
cloudy,Y,25.133333333333333,1,Chomedey / de Maisonneuve,St-Denis / de Maisonneuve
mist,Y,16.95,1,Dunlop / Van Horne,Laval / Duluth
fog,Y,17.15,1,St-Viateur/Parc,10e avenue / Masson
rain,Y,18.716666666666665,1,Monkland / Girouard,Lacombe / de la Côte-des-Neiges
cloudy,Y,11.25,1,Belmont / Beaver Hall,Duvernay / Charlevoix
fog,Y,13.166666666666666,1,de Bordeaux / Jean-Talon,St-Dominique / St-Zotique
cloudy,N,9.931944444444444,12,de Châteaubriand / Beaubien,1ère avenue / Beaubien
mist,Y,11.483333333333333,2,Mansfield / Sherbrooke,Ste-Catherine / St-Hubert
cloudy,N,8.258333333333333,2,Duluth / St-Denis,Ste-Catherine / St-Hubert
cloudy,Y,11.433333333333334,1,Bordeaux / Masson,de Gaspé / St-Viateur
cloudy,Y,19.416666666666668,4,Lajeunesse / Jean-Talon,Gary-Carter / St-Laurent
sky is clear,Y,13.65,1,Coloniale / du Mont-Royal,Garnier / St-Joseph
sky is clear,Y,13.383333333333333,1,Napoléon /  St-Dominique,de la Gauchetière / Robert-Bourassa
fog,Y,39.88333333333333,1,St-André / de Maisonneuve,Ontario / Viau
cloudy,Y,26.616666666666667,1,Métro Parc  (Ogilvy / Hutchison),de Maisonneuve / Robert-Bourassa
cloudy,Y,9.6,1,St-Urbain / René-Lévesque,Plessis / Ontario
fog,Y,11.133333333333333,2,Maguire / St-Laurent,Prince-Arthur / Ste-Famille
cloudy,Y,7.527777777777778,3,Notre-Dame / Peel,Mansfield / Ste-Catherine
cloudy,Y,11.166666666666666,1,St-Jacques / Gauvin,Joseph Manceau / René-Lévesque
fog,Y,10.35,1,Square St-Louis,Mansfield / Sherbrooke
mist,Y,9.85,3,St-Dominique / Rachel,Union / President-Kennedy
cloudy,Y,6.1,1,de Bellechasse / de St-Vallier,Resther / St-Joseph
cloudy,N,19.983333333333334,1,Boyer / St-Zotique,de Bordeaux / Sherbrooke
cloudy,Y,6.095833333333333,4,Milton / Clark,Roy / St-Christophe
cloudy,Y,9.95,1,Hutchison / Beaubien,Berri / St-Grégoire
cloudy,Y,18.0,1,Boyer / Rosemont,Cartier / Marie-Anne
cloudy,Y,16.76111111111111,3,Duluth / St-Denis,City Councillors / du President-Kennedy
fog,Y,18.016666666666666,2,Notre-Dame / Peel,Square Sir-Georges-Etienne-Cartier / Ste-Émilie
cloudy,Y,6.725,2,de la Commune / McGill,de la Commune / Place Jacques-Cartier
sky is clear,Y,9.7,1,4e avenue / Masson,Bordeaux / St-Zotique
cloudy,Y,26.4,1,Maguire / Henri-Julien,Casgrain / Mozart
mist,Y,12.35,1,Ste-Famille / Sherbrooke,de l'Esplanade / Fairmount
sky is clear,Y,4.1,1,Desjardins / Ontario,d'Orléans / Hochelaga
cloudy,Y,8.766666666666667,2,Roy / St-Christophe,Plessis / René-Lévesque
cloudy,Y,15.733333333333333,2,Guy / Notre-Dame,Berri / de Maisonneuve
rain,Y,7.75,1,Rouen / Fullum,Montcalm / Ontario
mist,Y,4.766666666666667,1,de la Roche /  de Bellechasse,Brébeuf / St-Grégoire
cloudy,N,21.041666666666668,2,Bernard / Clark,du Parc-La Fontaine / Duluth
cloudy,Y,13.75,3,Clark / Rachel,Sanguinet / Ste-Catherine
mist,Y,17.85,2,Henri-Julien / Jean-Talon,Brébeuf / St-Grégoire
haze,N,30.041666666666668,2,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),5e avenue / Verdun
sky is clear,Y,7.2,2,Belmont / Beaver Hall,de Maisonneuve / Robert-Bourassa
cloudy,N,5.325,2,Logan / d'Iberville,Poupart / Ontario
cloudy,Y,27.2,1,Lajeunesse / Crémazie,Marquette / Laurier
cloudy,Y,8.816666666666666,1,St-Denis / de Maisonneuve,Place de la paix ( Pl. du marché / St-Dominique )
cloudy,Y,27.808333333333334,2,Hutchison / Sherbrooke,St-Viateur/Parc
mist,Y,11.525,2,Parc Père-Marquette (Chambord / Rosemont),St-Dominique / St-Zotique
sky is clear,Y,11.816666666666666,2,Logan / de Champlain,Viger/Jeanne Mance
cloudy,Y,29.8,1,Gilford / Brébeuf,Hôpital général juif
cloudy,Y,18.966666666666665,1,du Mont-Royal / Clark,Elsdale/ Louis-Hebert
mist,Y,29.5,1,Prince-Arthur / du Parc,15e avenue / Dandurand
rain,Y,9.033333333333333,1,Hutchison / Sherbrooke,Mackay /de Maisonneuve (Sud)
cloudy,Y,16.283333333333335,2,Wolfe / Robin,Drummond / de Maisonneuve
cloudy,Y,15.704761904761906,7,Casino de Montréal,Métro Jean-Drapeau
mist,Y,17.316666666666666,1,Hôtel-de-Ville (du Champs-de-Mars / Gosford),Napoléon /  St-Dominique
sky is clear,N,14.566666666666666,1,Prince-Arthur / du Parc,McGill / Place d'Youville
rain,N,16.65,1,Larivière / de Lorimier,St-Antoine / St-François-Xavier
cloudy,Y,7.85,1,Boyer / du Mont-Royal,de l'Hôtel-de-Ville / Roy
cloudy,Y,29.533333333333335,1,St-Jacques / St-Pierre,du Parc-La Fontaine / Roy
mist,Y,34.983333333333334,1,City Councillors / du President-Kennedy,Ste-Catherine / St-Hubert
mist,Y,23.566666666666666,1,26e avenue / Beaubien,Boyer / St-Zotique
cloudy,Y,22.8,2,Rivard / Rachel,Valois / Ontario
cloudy,Y,1.8083333333333333,2,Mozart / St-Laurent,Casgrain / Mozart
sky is clear,Y,4.214583333333334,8,Peel / avenue des Canadiens de Montréal,Square Victoria
cloudy,Y,31.0,1,30e avenue / St-Zotique,Boyer / Jean-Talon
cloudy,N,37.25,1,Lespérance / Rouen,Notre-Dame / Peel
cloudy,Y,42.36111111111111,3,Bourgeoys / Favard,Fortune/wellington
cloudy,Y,5.803333333333333,5,McGill / des Récollets,de la Gauchetière / Robert-Bourassa
cloudy,Y,9.933333333333334,2,Waverly / St-Viateur,St-Zotique / Clark
cloudy,Y,10.983333333333333,1,Louis-Hébert / Bélanger,Casgrain / Mozart
cloudy,N,16.933333333333334,1,Guy / Notre-Dame,Sanguinet / Ontario
cloudy,N,21.0,1,de Maisonneuve / de Bleury,7e avenue / St-Joseph
cloudy,N,21.916666666666668,1,de Montmorency / Richardson,Square Phillips 2
cloudy,Y,4.158333333333333,4,Aylwin / Ontario,Joliette / Ste-Catherine
cloudy,N,45.75833333333333,2,Square Sir-Georges-Etienne-Cartier / Ste-Émilie,St-Dominique / Rachel
cloudy,Y,9.05,1,Jeanne d'Arc / Ontario,Marseille / Viau
cloudy,Y,4.383333333333334,1,St-Alexandre / Ste-Catherine,Hutchison/ Prince-Arthur
cloudy,N,6.356410256410256,13,Drolet / Laurier,de l'Esplanade / Fairmount
sky is clear,N,17.216666666666665,1,Drummond / de Maisonneuve,Villeneuve / St-Laurent
cloudy,Y,9.508333333333333,2,de la Roche / St-Joseph,St-André / Robin
cloudy,Y,8.683333333333334,1,de l'Hôtel-de-Ville / Roy,de Gaspé / Fairmount
cloudy,Y,5.433333333333334,2,de Bordeaux / Beaubien,Cartier / Bélanger
thunderstorm,Y,8.65,5,Hampton / Monkland,Mackay / René-Lévesque
cloudy,Y,1.9533333333333334,5,Prince-Arthur / du Parc,Ste-Famille / des Pins
sky is clear,Y,14.05,1,de l'Église / de Verdun,Métro Monk (Allard / Beaulieu)
cloudy,N,21.583333333333332,1,de la Roche / du Mont-Royal,Bourbonnière / du Mont-Royal
cloudy,Y,16.65,1,Édouard-Montpetit (Université de Montréal),Parc Jeanne Mance (monument George-Étienne Cartier)
cloudy,Y,19.316666666666666,1,Square Phillips,Logan / Fullum
cloudy,Y,22.65,1,Gauvin / Notre-Dame,Métro Papineau (Cartier / Ste-Catherine)
cloudy,Y,17.416666666666668,1,de Gaspé / Fairmount,Larivière / de Lorimier
sky is clear,Y,19.25,2,Rousselot / Villeray,Bernard / Clark
cloudy,Y,28.033333333333335,1,Clark / Rachel,Parc Jeanne Mance (monument George-Étienne Cartier)
cloudy,Y,16.870833333333334,4,Laval / Duluth,Berri / de Maisonneuve
cloudy,Y,9.616666666666667,1,Square Ahmerst / Wolfe,Métro Place-d'Armes (Viger / St-Urbain)
cloudy,Y,28.083333333333332,1,Bélanger / St-Denis,Ste-Catherine / St-Denis
fog,N,8.211904761904762,7,de Bordeaux / Sherbrooke,St-André / de Maisonneuve
sky is clear,Y,14.083333333333334,2,St-Dominique / St-Viateur,Cartier / Marie-Anne
mist,Y,16.633333333333333,1,de Lanaudière / Marie-Anne,St-Viateur/Parc
cloudy,Y,26.833333333333332,1,Ann / William,de l'Esplanade / Laurier
cloudy,N,14.1375,4,de la Gauchetière / Mansfield,Atwater / Sherbrooke
cloudy,Y,26.05,1,Gary-Carter / St-Laurent,Sherbrooke / Frontenac
sky is clear,Y,8.933333333333334,3,McGill / Place d'Youville,St-Urbain / de la Gauchetière
cloudy,Y,11.283333333333333,1,McGill / des Récollets,Greene / St-Ambroise
mist,Y,16.016666666666666,3,Gary-Carter / St-Laurent,de Bullion / St-Joseph
cloudy,Y,11.422222222222222,3,6e avenue / Rosemont,30e avenue / St-Zotique
cloudy,N,32.36666666666667,3,Berri / Cherrier,Gordon / Wellington
rain,Y,22.233333333333334,2,Laporte / Guay,Bourgeoys / Favard
sky is clear,Y,7.533333333333333,1,Bordeaux / Masson,Chambord / Laurier
cloudy,Y,4.966666666666667,1,Evans / Clark,Wolfe / Robin
fog,Y,15.55,2,Sherbrooke / Frontenac,9e avenue / Dandurand
haze,Y,15.333333333333334,1,de Bordeaux / Jean-Talon,Lajeunesse / Jarry
cloudy,N,25.658333333333335,2,Henri-Julien / de Castelneau,du Mont-Royal / du Parc
cloudy,Y,30.333333333333332,1,Lajeunesse / Crémazie,Lajeunesse / Crémazie
cloudy,Y,4.716666666666667,1,Chapleau / du Mont-Royal,Parc du Pélican (2e avenue / St-Joseph)
sky is clear,N,5.483333333333333,1,Roy / St-Laurent,Villeneuve / de l'Hôtel-de-Ville
cloudy,Y,15.25,1,Fairmount / St-Dominique,St-André / Robin
cloudy,Y,17.895833333333332,8,du Mont-Royal / du Parc,de la Gauchetière / de Bleury
sky is clear,Y,6.933333333333334,1,de la Salle / Ste-Catherine,d'Orléans / Hochelaga
cloudy,N,5.416666666666667,1,Milton / du Parc,Ste-Catherine / McGill College
cloudy,Y,15.575,2,Sherbrooke / Frontenac,Napoléon /  St-Dominique
mist,Y,15.183333333333334,1,Omer-Lavallée / Midway,Parc Père-Marquette (Chambord / Rosemont)
cloudy,Y,4.516666666666667,2,St-Viateur/Parc,Villeneuve / du Parc
thunderstorm,Y,5.660416666666666,8,d'Outremont / Ogilvy,Drummond / de Maisonneuve
cloudy,N,13.65,2,Waverly / St-Zotique,Villeneuve / de l'Hôtel-de-Ville
sky is clear,N,14.71111111111111,3,Métro Joliette  (Joliette / Hochelaga),15e avenue / Dandurand
cloudy,N,26.05,2,Notre-Dame / St-Gabriel,Calixa-Lavallée / Sherbrooke
cloudy,Y,12.7,2,St-Mathieu /Ste-Catherine,Sanguinet / Ontario
cloudy,Y,14.216666666666667,1,Gascon / Rachel,Roy / St-Denis
mist,Y,17.0,1,Dorion / Ontario,Quai de la navette fluviale
cloudy,Y,4.35,1,Resther / St-Joseph,Rivard / Rachel
sky is clear,Y,16.516666666666666,1,Berri / Cherrier,du Rosaire / St-Hubert
cloudy,N,5.8,1,Président-Kennedy / McGill College,Berri / de Maisonneuve
cloudy,Y,9.35,1,Dandurand / de Lorimier,Boyer / Beaubien
cloudy,Y,8.616666666666667,1,Métro St-Michel (Shaughnessy / St-Michel),9e avenue / Dandurand
rain,N,18.25,2,Wilderton  / Van Horne,Parc Jeanne Mance (monument George-Étienne Cartier)
cloudy,Y,16.033333333333335,2,Square Phillips,Ste-Catherine / Dézéry
rain,Y,8.475,2,de Gaspé / Fairmount,Laurier / Bordeaux
cloudy,Y,17.85,1,Poupart / Ontario,Alexandre-DeSève / de Maisonneuve
cloudy,N,31.65,1,Berri / de Maisonneuve,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX)
cloudy,Y,19.05,1,Métro St-Laurent (de Maisonneuve / St-Laurent),Hochelaga / Chapleau
cloudy,Y,16.733333333333334,2,du Mont-Royal / Clark,Queen / Wellington
mist,Y,18.955555555555556,3,Bernard / Clark,1ère  avenue /St-Zotique
cloudy,Y,6.316666666666666,1,Union / René-Lévesque,St-Jacques / St-Pierre
cloudy,Y,25.566666666666666,1,Bordeaux /Gilford,de Maisonneuve / Stanley
sky is clear,Y,38.516666666666666,1,Chomedey / de Maisonneuve,Boyer / Bélanger
cloudy,N,2.466666666666667,1,University / Prince-Arthur,Hutchison / des Pins
mist,Y,19.022222222222222,3,Boyer / Rosemont,Prince-Arthur / du Parc
cloudy,Y,17.416666666666668,2,Laval / Duluth,Waverly / Van Horne
mist,Y,33.93333333333333,1,Guizot / St-Denis,10e avenue / Masson
sky is clear,Y,27.6,2,Édouard-Montpetit (Université de Montréal),Greene / St-Ambroise
mist,Y,31.05,1,Louis-Hébert / St-Zotique,d'Outremont / Ogilvy
cloudy,Y,5.566666666666666,2,Berri / Sherbrooke,Napoléon /  St-Dominique
cloudy,Y,70.63333333333334,2,Argyle / Bannantyne,Clark / Laurier
sky is clear,Y,10.341666666666667,2,de la Roche / du Mont-Royal,de Gaspé / St-Viateur
cloudy,Y,9.908333333333333,2,de Maisonneuve / de Bleury,St-Cuthbert / St-Urbain
